fapad,tapad
farol,tarol
fejel,tejel
fejes,tejes
felel,telel
felér,telér
feszt,teszt
finta,tinta
fokos,tokos
forma,torma
fúrat,túrat
fúrás,túrás
fúrós,túrós
fűzet,tűzet
fűzés,tűzés
füzes,tüzes
füzér,tüzér
frigy,irigy
fázik,iázik
fakul,vakul
fakít,vakít
feszt,veszt
fiola,viola
fonal,vonal
fonat,vonat
fonás,vonás
fájat,vájat
fásít,vásít
fajta,rajta
feszt,reszt
fogyó,rogyó
fázás,rázás
fázós,rázós
fémes,rémes
fenés,zenés
fejtő,lejtő
felel,lelel
feles,leles
fenti,lenti
fórum,lórum
furkó,lurkó
főtér,lőtér
föveg,löveg
fövés,lövés
falas,halas
farag,harag
finta,hinta
forda,horda
forog,horog
fotel,hotel
fűtés,hűtés
fagáz,magáz
farad,marad
farok,marok
feddő,meddő
fenet,menet
fenti,menti
fenés,menés
finta,minta
fodor,modor
forog,morog
fosás,mosás
fotel,motel
fásul,másul
fásít,másít
féreg,méreg
farki,sarki
farkú,sarkú
farok,sarok
fellő,sellő
fíber,síber
fodor,sodor
fázik,oázik
fázis,oázis
fázás,oázás
facér,kacér
falap,kalap
farol,karol
fasza,kasza
faszt,kaszt
fellő,kellő
fenet,kenet
fenés,kenés
flott,klott
forda,korda
forgó,korgó
forog,korog
foszt,koszt
foton,koton
fúria,kúria
féreg,kéreg
főfal,kőfal
főzet,kőzet
felel,belel
feles,beles
felez,belez
felső,belső
felég,belég
felül,belül
fenső,benső
fenti,benti
firka,birka
fodor,bodor
fogas,bogas
fogyó,bogyó
forda,borda
fugáz,bugáz
fázis,bázis
félfa,bélfa
félés,bélés
fenti,centi
firka,cirka
feszt,geszt
flanc,glanc
folyó,golyó
fuvat,guvat
fémes,gémes
fajta,pajta
falka,palka
falás,palás
fokol,pokol
foszt,poszt
fuccs,puccs
felel,delel
felnő,delnő
fátum,dátum
félig,délig
félre,délre
felel,jelel
feles,jeles
felez,jelez
fövés,jövés
fagáz,fugáz
fajul,fájul
falás,felás
falás,fölás
farad,fárad
farol,fírol
fartő,fertő
faszt,feszt
faszt,foszt
fedél,födél
felad,fölad
felel,fülel
feles,füles
felfú,fölfú
fellő,föllő
felnő,fölnő
felró,fölró
felső,fölső
felás,fölás
felég,fölég
