faj,fajd
faj,faji
fal,falc
fal,fali
fal,fals
fal,falu
fal,faló
fal,falú
far,fark
far,farm
fed,fedd
fed,fedő
fej,fejt
fej,fejő
fej,fejű
fel,fele
fel,felé
fen,fene
fen,fenn
fen,fent
fia,fial
fia,fias
fiú,fiúi
fiú,fiús
fog,fogy
fog,fogó
fog,fogú
fok,fokú
fon,font
fon,fonó
fuj,fujj
fur,fura
fut,futó
fúr,fúrt
fúr,fúró
fáj,fájl
fáj,fájó
fél,félt
fél,félő
fér,férc
fér,férj
főz,főző
föl,föld
föl,föle
föl,fölé
fűt,fűtő
fűz,fűző
fül,füli
gyí,gyík
tag,tagú
táj,táji
tan,tank
tan,tanú
tar,tart
tár,tára
tár,táró
tár,társ
tár,tárt
tat,tata
tát,táti
tea,team
tél,téli
tép,tépő
tér,térd
tér,téri
tok,toka
tol,told
tol,toll
top,topp
tor,torz
tök,tökű
töm,tömb
töm,tömő
tör,törő
tör,tört
tud,tudó
túr,túra
túr,túró
tus,tusa
tűr,tűrt
tűz,tűző
ide,idea
ide,ideg
ide,idei
ido,idol
ido,idom
idő,idős
ige,igei
ige,igen
ind,inda
ing,inga
ing,ingó
int,intő
íny,ínyű
ipa,ipar
író,írói
író,írós
irt,irtó
ivó,ivós
izé,izél
vág,vágó
vág,vágy
váj,vájó
váj,vájt
vak,vaku
var,varr
vár,váró
vár,várt
váz,váza
véd,védő
vég,végi
vég,végű
vél,vélt
vén,véna
vén,vény
ver,verő
ver,vers
ver,vert
vér,vért
vés,véső
vés,vész
vet,vető
vet,vett
vét,vétó
vét,vétő
vív,vívó
víz,vízi
von,vonó
von,vont
von,vonz
öcs,öcsi
ölt,öltő
önt,öntő
rác,rács
ráf,ráfő
ráf,ráfú
rag,ragu
rág,rágó
raj,rajt
raj,rajz
ráz,rázó
rég,régi
rés,rész
rét,réti
rom,roma
rop,ropi
rúg,rúgó
zab,zaba
zár,záró
zár,zárt
zen,zene
zen,zeng
láb,lábú
lak,lakk
lak,lakó
lám,láma
lap,lapi
lap,lapp
lap,lapu
lap,lapú
láp,lápi
lát,látó
lég,légi
lég,légó
lég,légy
lej,lejt
lel,lelő
len,leng
len,lenn
len,lenő
len,lent
les,lesz
lóg,lógó
lom,lomb
lop,lopó
edz,edző
elv,elvi
elé,elég
elé,elél
elé,elér
elő,előd
elő,elől
elő,előz
eme,emel
eme,emez
epe,eped
epe,eper
erő,erőd
erő,erős
esd,esdő
est,este
est,esti
esz,eszű
eső,esős
had,hadd
had,hadi
hág,hágó
hah,hahó
haj,hajó
haj,hajt
haj,hajú
hal,hali
hal,halk
hal,hall
hal,haló
hál,hála
hál,háló
has,hasé
has,hasi
hat,ható
hát,háti
hát,hátú
ház,házi
ház,házú
heg,hegy
héj,héja
héj,héjú
hír,hírű
hiú,hiúz
hív,hívó
hív,hívő
hol,hold
hol,holt
hon,honi
hon,honn
hoz,hozó
hős,hősi
húg,húgy
hun,huny
hús,húsú
hús,húsz
húz,húzó
hűl,hűlt
hűt,hűtő
mag,maga
mar,mari
mar,maró
mar,mars
már,mára
már,márt
más,mása
meg,megy
méh,méhe
meó,meós
meó,meóz
mer,merő
mer,mert
mér,mérő
mér,mért
mér,mérv
mez,meze
mez,mező
mód,módi
mód,módú
moh,moha
moh,mohó
mol,moll
mol,moly
mól,móló
mos,mosó
mos,most
műt,műtő
sav,savó
sic,sicc
sír,síri
sír,síró
sok,soká
sok,sokk
sor,sors
sor,sort
súg,súgó
sut,suta
sül,sült
sül,süly
süt,süti
süt,sütő
adó,adós
agy,agyi
agy,agyő
agy,agyú
ágy,ágyi
ágy,ágyú
akó,akós
akt,akta
alá,aláz
áld,áldó
alj,alja
áll,álló
aló,alól
ama,amaz
apa,apad
apa,apai
apó,após
apu,apus
ara,arab
ara,arat
arc,arcú
árt,ártó
áru,árul
áru,árus
ásó,ásóz
átá,átás
óda,ódai
ojt,ojtó
olt,oltó
óra,órai
orr,orrú
ovi,ovis
ősz,őszi
cső,csőd
cső,csőr
ért,értő
ész,észt
kád,kádi
kan,kani
kap,kapa
kap,kapó
kap,kapu
kar,karc
kar,kard
kar,kari
kar,karó
kar,karú
kár,káró
kas,kasa
kén,kény
kép,képi
kép,képű
kér,kérd
kér,kérő
kés,késő
kés,kész
kéz,kézi
kel,kell
kel,kelt
kel,kelő
ken,kenu
ken,kenó
ken,kenő
kié,kiég
kié,kiél
kié,kiér
kor,kora
kor,korc
kor,kord
kor,kori
kor,korú
kór,kóró
kos,kosz
kör,köré
kör,körű
köt,kötő
köz,közé
köz,közt
kúr,kúra
bab,baba
báb,bába
báb,bábu
baj,baja
bak,baka
bak,baki
bak,bakó
bál,bála
bál,báli
bán,bánt
bán,bánt
bar,bari
bár,bárd
bár,báró
bél,bélű
bér,bérc
bér,bére
bír,bíró
bit,bitó
biz,biza
biz,bizi
bob,bobi
bon,bonc
bon,bong
bon,bont
bor,bors
bor,ború
bor,borz
bór,bóra
bőg,bőgő
bőr,bőrű
búg,búgó
búj,bújó
ürü,ürül
ütő,ütős
cár,cári
cég,cége
cím,című
cin,cink
gép,gépi
göb,göbe
pán,páni
pán,pánt
pap,papa
pap,papi
pár,pára
pár,párt
per,perc
per,perm
pia,piac
pit,pite
pit,piti
pop,popó
por,porc
por,port
pór,póré
pór,póri
pör,pörc
pör,pörk
pub,pubi
pun,punk
dac,daci
dag,dagi
dák,dákó
dal,dali
dal,dall
dám,dáma
dél,déli
din,diné
dió,diós
dob,dobó
dog,doga
dől,dőlt
dug,dugó
dúl,dúlt
dűl,dűlő
szó,szól
szó,szór
sző,szőr
szú,szúr
jár,járó
jár,járt
jog,jogi
jog,jogú
jut,juta
